Parcel ID,Location,Built,TotalValue,SalePrice,Beds,LotSize,LUC,NHood,SaleDate,BookPage,type,Baths,FinishedSize,description,SaleYear,Zipcode,latitude,longitude,zestimate
29-051-00-0,101 Abington Ave,1970,364500,100,4,40716,101,240,1/10/2008,176111-,Raised Ranch  ,2,1650,ONE FAM,2008,2343,42.147752,-70.990228,436212
29-005-00-0,102 Abington Ave,1956,274400,121000,3,9579,101,160,7/30/1998,12696-175,Ranch  ,1,1552,ONE FAM,1998,2343,42.149377,-70.990843,324814
29-052-00-0,105 Abington Ave,1972,422700,100,3,51592,101,240,6/17/2011,1228261-,Raised Ranch  ,1,2646,ONE FAM,2011,2343,42.147242,-70.989775,499406
29-053-00-0,108 Abington Ave,1998,389600,299900,3,42637,101,240,7/31/2001,802-049,Raised Ranch  ,2,2036,ONE FAM,2001,2343,42.148734,-70.989808,462403
29-040-00-0,109 Abington Ave,1999,368100,1,2,22203,101,240,1/30/2012,29595-395,Raised Ranch  ,2,1447,ONE FAM,2012,2343,42.147074,-70.989285,413772
22-198-00-0,11 Abington Ave,1956,282500,105000,3,12619,101,160,6/26/1991,8965-365,Ranch  ,1,1624,ONE FAM,1991,2343,42.151623,-70.997161,352479
29-041-00-0,115 Abington Ave,2001,390500,1,3,29860,101,240,11/1/2004,21722-179,Raised Ranch  ,2,1658,ONE FAM,2004,2343,42.146799,-70.989131,430243
29-039-00-0,119 Abington Ave,2010,360500,315000,3,24167,101,240,9/17/2015,33488-203,Colonial  ,1,1352,ONE FAM,2015,2343,42.146359,-70.988624,411519
16-072-01-0,122 Weymouth St,1910,326600,1032421,3,20164,101,100,7/25/2014,32421-580,Old Style  ,2,1900,ONE FAM,2014,2343,42.155904,-70.995396,395038
22-197-00-0,15 Abington Ave,1956,264400,235000,3,10681,101,160,6/27/2003,19191-461,Ranch  ,1,1168,ONE FAM,2003,2343,42.151557,-70.996916,322465
22-031-00-0,24 Abington Ave,1956,280600,269000,3,8416,101,160,1/27/2017,34878-204,Ranch  ,2,1496,ONE FAM,2017,2343,42.151903,-70.996328,302372
22-180-00-0,25 Abington Ave,1956,254100,33000,2,8416,101,160,12/19/1978,5554-736,Ranch  ,1,1150,ONE FAM,1978,2343,42.151315,-70.996209,317839
22-179-00-0,29 Abington Ave,1955,249100,1,3,8416,101,160,6/20/2016,34189-284,Ranch  ,1,1008,ONE FAM,2016,2343,42.151172,-70.995899,312372
22-060-00-0,30 Abington Ave,1956,248800,100,3,8416,101,160,2/25/2008,25530-216,Ranch  ,1,1008,ONE FAM,2008,2343,42.151701,-70.995883,311753
57-002-02-0,19 Howard Ave,2018,196200,489000,3,38416,101,100,9/17/2018,36299-560,Raised Ranch  ,3,2245,ONE FAM,2018,2343,42.121328,-71.017165,503534
22-167-00-0,35 Abington Ave,1956,262200,120000,3,8416,101,160,1/8/1993,9701-135,Ranch  ,1,1360,ONE FAM,1993,2343,42.150968,-70.995457,321494
22-166-00-0,39 Abington Ave,1956,276800,231500,3,9701,101,160,4/26/2013,31272-343,Ranch  ,1,1200,ONE FAM,2013,2343,42.150809,-70.995169,323411
22-091-00-0,40 Abington Ave,1956,248600,1,3,8416,101,160,7/31/1995,10981-202,Ranch  ,1,1008,ONE FAM,1995,2343,42.151351,-70.995136,311251
22-092-00-0,44 Abington Ave,1956,263600,229000,4,8416,101,160,6/11/2008,25832-485,Ranch  ,2,1216,ONE FAM,2008,2343,42.151207,-70.994824,336828
22-158-00-0,45 Abington Ave,1956,258000,1,3,7566,101,160,9/29/2017,35480-302,Ranch  ,1,1360,ONE FAM,2017,2343,42.150635,-70.994709,320473
22-157-00-0,49 Abington Ave,1956,254300,31900,3,9100,101,160,1/18/1977,5300-516,Ranch  ,1,1008,ONE FAM,1977,2343,42.150471,-70.994396,314734
22-114-00-0,50 Abington Ave,1956,283200,245000,3,8416,101,160,12/4/2012,30758-473,Ranch  ,1,1360,ONE FAM,2012,2343,42.151007,-70.994381,345914
26-262-00-0,8 Fagus Rd,1976,238500,367900,3,5001,101,180,8/22/2005,22804-347,Raised Ranch  ,1,1603,ONE FAM,2005,2343,42.147137,-71.018234,347728
22-152-00-0,55 Abington Ave,1956,286800,259000,3,9849,101,160,12/28/2015,33751-86,Ranch  ,1,1240,ONE FAM,2015,2343,42.150253,-70.993844,331057
22-147-00-0,64 Abington Ave,1956,259600,100,3,8499,101,160,2/2/2006,23368-204,Ranch  ,1,1360,ONE FAM,2006,2343,42.150559,-70.993378,321397
22-148-00-0,68 Abington Ave,1956,256700,165000,3,8499,101,160,9/24/2012,30474-79,Ranch  ,1,1398,ONE FAM,2012,2343,42.150431,-70.993105,321307
28-013-00-0,69 Abington Ave,1956,276900,270000,4,8499,101,160,5/9/2016,34066-27,Ranch  ,1,1392,ONE FAM,2016,2343,42.149822,-70.992835,344104
57-002-03-0,21 Howard Ave,2018,178500,305000,0,38529,101,100,10/17/2017,35524-145,Raised Ranch  ,2,1400,ONE FAM,2017,2343,42.121306,-71.017229,471833
22-149-00-0,72 Abington Ave,1956,300500,122500,4,8499,101,160,2/28/1991,8860--622,Ranch  ,2,2148,ONE FAM,1991,2343,42.15031,-70.992842,401452
39-070-00-0,498 South St,1957,215100,340000,3,7501,101,270,10/18/2018,36373-88,Contemporary  ,1,1199,ONE FAM,2018,2343,42.13971,-71.023758,349982
40-273-00-0,34 Border Rd,1951,217800,340000,5,5001,101,180,11/28/2017,35627-588,Colonial  ,2,2258,ONE FAM,2017,2343,42.138164,-71.017473,360203
29-008-00-0,77 Abington Ave,1956,280900,27000,3,8499,101,160,10/26/1972,4880--566,Ranch  ,1,1718,ONE FAM,1972,2343,42.149497,-70.992334,352448
40-228-00-0,24 Summit Rd,1958,199200,321000,3,5001,101,180,7/29/2005,22716-105,Ranch  ,1,1017,ONE FAM,2005,2343,42.138423,-71.017695,264360
29-007-00-0,81 Abington Ave,1956,391600,1,4,8499,101,160,1/10/2018,35728-567,Colonial  ,3,2602,ONE FAM,2018,2343,42.149374,-70.992067,419330
23-123-00-0,84 Abington Ave,1956,279200,100,3,8499,101,160,8/15/2016,34365-395,Ranch  ,1,1200,ONE FAM,2016,2343,42.149945,-70.99205,322032
29-048-01-0,85 Abington Ave,1984,439800,14000,5,18687,101,240,10/28/1983,588-35,Raised Ranch  ,3,3549,ONE FAM,1983,2343,42.149248,-70.99169,559958
29-048-00-0,89 Abington Ave,1969,317000,215000,2,28218,101,240,12/15/2015,192384-,Ranch  ,1,1100,ONE FAM,2015,2343,42.148787,-70.991225,344363
29-049-00-0,93 Abington Ave,1970,344400,290000,5,44501,101,240,8/28/2009,179188-,Raised Ranch  ,2,2199,ONE FAM,2009,2343,42.148438,-70.990882,424737
29-050-00-0,97 Abington Ave,1996,383700,178000,3,41182,101,240,3/26/1999,772-194,Raised Ranch  ,2,1938,ONE FAM,1999,2343,42.148088,-70.990571,443418
29-004-00-0,98 Abington Ave,1956,280700,250000,3,8499,101,160,11/10/2014,32683-597,Ranch  ,1,1200,ONE FAM,2014,2343,42.149515,-70.991122,329535
55-051-02-6,1 Abrams Way,2001,460300,143605,4,60000,101,130,10/17/2001,15636-298,Colonial  ,2,2111,ONE FAM,2001,2343,42.126161,-71.017239,536699
55-910-01-0,2 Abrams Way,2002,405100,131649,3,60000,101,130,5/18/2001,15048-442,Raised Ranch  ,2,1366,ONE FAM,2001,2343,42.125866,-71.019444,427362
55-051-02-7,3 Abrams Way,2001,487400,100,4,71534,101,130,1/26/2009,26283-254,Colonial  ,3,2288,ONE FAM,2009,2343,42.125713,-71.017687,562765
21-100-00-0,25 Adams St,1880,292800,127500,4,12249,101,855,6/28/1995,10938--353,Old Style  ,1,1866,ONE FAM,1995,2343,42.150701,-71.009446,380918
21-092-00-0,28 Adams St,1900,267500,245000,3,9779,101,855,1/22/2016,33807-18,Old Style  ,1,1420,ONE FAM,2016,2343,42.150136,-71.009665,329454
21-103-00-0,45 Adams St,1890,316600,230000,5,12523,101,220,5/31/2013,31385-183,Old Style  ,2,1662,ONE FAM,2013,2343,42.150749,-71.010203,394414
21-104-00-0,47 Adams St,1920,235700,179900,1,6534,101,220,2/23/2001,14757-401,Bungalow  ,1,1072,ONE FAM,2001,2343,42.15068,-71.010444,276986
21-105-00-0,49 Adams St,1880,275800,1,3,7148,101,220,3/18/2011,28677-252,Old Style  ,1,1396,ONE FAM,2011,2343,42.150695,-71.010663,327868
21-089-00-0,50 Adams St,1989,474100,1,4,15002,101,220,5/18/1984,6401-147,Colonial  ,2,3583,ONE FAM,1984,2343,42.150183,-71.010456,589867
21-088-00-0,56 Adams St,1880,259600,1,3,9901,101,220,2/27/1995,10821--228,Old Style  ,1,1224,ONE FAM,1995,2343,42.150209,-71.010758,310723
21-109-00-0,65 Adams St,1900,252300,123000,3,8189,101,220,5/24/1989,8324-013,Old Style  ,1,1085,ONE FAM,1989,2343,42.150727,-71.010999,294685
21-110-00-0,69 Adams St,1910,341100,319000,2,8189,101,220,4/17/2015,33055-297,Bungalow  ,1,1751,ONE FAM,2015,2343,42.150741,-71.01122,401603
33-318-00-0,8 Alder Rd,1968,218300,338000,3,5001,101,180,8/15/2005,22777-559,Split Level  ,2,1480,ONE FAM,2005,2343,42.145125,-71.015087,329900
26-147-00-0,18 Edgewood Rd,1951,262300,380000,4,5001,101,180,4/26/2018,35939-136,Conventional  ,2,2383,ONE FAM,2018,2343,42.146005,-71.015827,393115
26-201-01-0,11 Alder Rd,1969,282100,122000,3,5301,101,180,10/31/1996,11575-635,Colonial  ,1,1274,ONE FAM,1996,2343,42.145347,-71.014533,340526
26-174-00-0,12 Alder Rd,1969,257500,231000,2,5001,101,180,5/13/2010,27665-249,Split Level  ,1,1272,ONE FAM,2010,2343,42.145401,-71.015035,318975
26-200-00-0,13 Alder Rd,1955,198600,1,2,5001,101,180,1/27/2014,32039-492,Ranch  ,1,680,ONE FAM,2014,2343,42.145594,-71.014493,235358
26-175-00-0,14 Alder Rd,1965,245900,89900,3,5001,101,180,3/15/1995,10834-696,Ranch  ,1,864,ONE FAM,1995,2343,42.145644,-71.015002,307905
26-176-00-0,16 Alder Rd,1980,276500,1,3,5001,101,180,5/30/1986,7073-486,Colonial  ,1,1180,ONE FAM,1986,2343,42.145781,-71.014977,322802
26-197-00-0,19 Alder Rd,1952,201300,191000,3,5001,101,180,6/29/2015,33261-335,Bungalow  ,2,1178,ONE FAM,2015,2343,42.146002,-71.014421,279478
26-178-00-0,20 Alder Rd,1956,215200,205000,2,10001,101,180,12/29/2017,35711-260,Ranch  ,1,738,ONE FAM,2017,2343,42.146054,-71.01493,215835
26-196-00-0,21 Alder Rd,1952,272500,125000,2,5001,101,180,5/30/2000,14185-002,Ranch  ,2,1092,ONE FAM,2000,2343,42.146137,-71.014398,324222
14-064-00-0,45 Maplewood Ave,1930,292400,410000,4,8337,101,150,10/12/2018,36361-264,Bungalow  ,2,1542,ONE FAM,2018,2343,42.157119,-71.020818,422072
06-007-03-0,436 Weymouth St,2005,378500,495000,4,76300,101,100,4/28/2006,23622-574,Colonial  ,2,2128,ONE FAM,2006,2343,42.166117,-70.978685,499208
26-180-81-0,24 Alder Rd,1955,354900,100,4,10001,101,180,8/31/1998,12774-406,Split Level  ,2,1964,ONE FAM,1998,2343,42.146393,-71.014871,413990
26-182-00-0,28 Alder Rd,1956,319900,3.00E+05,5,5001,101,180,12/2/2014,32742-11,Colonial  ,2,1813,ONE FAM,2014,2343,42.146601,-71.014836,397129
33-321-00-0,3 Alder Rd,1955,261900,45000,3,5001,101,180,9/18/2003,19881-229,Cape  ,2,1326,ONE FAM,2003,2343,42.144811,-71.014633,335509
40-298-00-0,17 Mayflower Rd,1945,170600,285000,4,5001,101,180,10/9/2014,32612-367,Ranch  ,1,1854,ONE FAM,2014,2343,42.139034,-71.015709,377493
26-184-00-0,32 Alder Rd,1953,209000,115600,2,5001,101,180,3/30/1990,8603-406,Ranch  ,1,1096,ONE FAM,1990,2343,42.146865,-71.014787,267513
33-316-17-0,4 Alder Rd,1956,355200,290000,4,10001,101,180,12/31/2009,27354-78,Colonial  ,2,2542,ONE FAM,2009,2343,42.14491,-71.01494,463353
33-320-00-0,5 Alder Rd,1950,182600,100,1,8999,101,180,10/1/2007,25200-119,Camp/Yrnd  ,1,620,ONE FAM,2007,2343,42.144946,-71.014609,202927
26-085-00-0,38 Overlook Rd,1949,128800,242000,2,5001,101,180,8/4/2017,35337-275,Ranch  ,1,771,ONE FAM,2017,2343,42.146307,-71.01756,262664
26-202-00-0,9 Alder Rd,1973,277500,1,3,5702,101,180,8/9/1972,4856-419,Cape  ,2,1176,ONE FAM,1972,2343,42.145199,-71.014559,335776
39-037-00-0,12 Arbor Rd,1988,286700,230000,3,5001,101,180,5/22/2012,29992-4,Colonial  ,1,1440,ONE FAM,2012,2343,42.137353,-71.024008,345958
39-050-00-0,15 Arbor Rd,1945,253000,195000,3,10001,101,180,7/21/2011,28977-565,Ranch  ,1,1320,ONE FAM,2011,2343,42.137236,-71.024538,325663
39-038-00-0,16 Arbor Rd,1952,225100,1,3,5001,101,180,7/25/1997,11911-493,Cape  ,1,1720,ONE FAM,1997,2343,42.137216,-71.024018,324034
39-049-00-0,19 Arbor Rd,1957,153700,105000,2,5001,101,180,9/20/2018,36310-193,Ranch  ,1,814,ONE FAM,2018,2343,42.1371,-71.024549,174888
39-040-00-0,24 Arbor Rd,1969,211800,186750,3,5001,101,180,10/15/2001,15626-459,Split Level  ,2,1514,ONE FAM,2001,2343,42.13694,-71.024039,323397
39-047-00-0,27 Arbor Rd,1989,325400,1,3,5001,101,180,6/7/1988,7989-579,Colonial  ,2,1728,ONE FAM,1988,2343,42.136829,-71.02457,409382
39-046-00-0,31 Arbor Rd,1959,307900,100,3,5001,101,180,8/27/2018,36252-558,Colonial  ,2,1688,ONE FAM,2018,2343,42.136688,-71.024581,388735
33-327-00-0,16 Fern Rd,2017,328400,440000,3,5001,101,180,6/9/2017,35178-599,Cape  ,3,1993,ONE FAM,2017,2343,42.144908,-71.014241,482791
39-043-00-0,36 Arbor Rd,1969,261600,260000,3,5998,101,180,2/17/2017,34923-567,Split Level  ,1,1324,ONE FAM,2017,2343,42.136409,-71.024079,291147
39-045-00-0,37 Arbor Rd,1969,293600,116000,3,6970,101,180,5/27/1993,9897-487,Raised Ranch  ,1,1778,ONE FAM,1993,2343,42.136523,-71.024565,371988
39-052-00-0,5 Arbor Rd,1953,272100,192500,2,10001,101,180,7/10/2015,33295-592,Ranch  ,1,957,ONE FAM,2015,2343,42.137426,-71.024347,311402
33-030-00-0,3 Arch Rd,1952,212600,160000,2,5998,101,180,5/27/2015,33155-192,Ranch  ,1,1059,ONE FAM,2015,2343,42.142673,-71.021554,299508
33-039-00-0,4 Arch Rd,1975,286000,255000,3,5001,101,180,10/31/2014,32666-46,Colonial  ,1,1300,ONE FAM,2014,2343,42.142295,-71.021499,344271
40-196-00-0,53 Summit Rd,1965,273300,380000,4,5001,101,180,4/29/2005,22348-478,Colonial  ,1,1749,ONE FAM,2005,2343,42.137462,-71.019057,364697
35-051-00-0,10 Arnold St,1955,253200,241000,3,13260,101,190,4/29/2016,34042-146,Ranch  ,1,960,ONE FAM,2016,2343,42.142151,-71.001359,314669
35-037-00-0,11 Arnold St,1955,270500,35000,3,15002,101,190,10/19/1977,5395-255,Ranch  ,1,1312,ONE FAM,1977,2343,42.141718,-71.001167,322793
35-050-00-0,14 Arnold St,1955,256700,32500,3,11570,101,190,8/30/1977,5375-53,Ranch  ,1,1312,ONE FAM,1977,2343,42.142405,-71.001345,323601
35-038-00-0,15 Arnold St,1955,296600,2000,3,19001,101,190,5/27/1960,3818-363,Ranch  ,1,1600,ONE FAM,1960,2343,42.141846,-71.000786,338532
35-049-00-0,18 Arnold St,1955,280700,175000,3,12767,101,190,6/25/2001,15187-324,Ranch  ,1,1408,ONE FAM,2001,2343,42.142623,-71.001349,332326
35-039-00-0,19 Arnold St,1955,252400,240000,3,10559,101,190,11/13/2017,35591-593,Ranch  ,1,960,ONE FAM,2017,2343,42.142178,-71.00072,311605
35-048-00-0,22 Arnold St,1955,267000,110000,3,13965,101,190,12/16/1987,7833-190,Ranch  ,1,1220,ONE FAM,1987,2343,42.142843,-71.001351,322889
35-040-00-0,23 Arnold St,1955,273300,1,5,9601,101,190,11/20/2013,31908-331,Ranch  ,2,1576,ONE FAM,2013,2343,42.14241,-71.000703,353768
33-024-00-0,21 W Shore Rd,1955,172000,275000,2,5001,101,180,3/19/2018,35860-159,Ranch  ,1,1132,ONE FAM,2018,2343,42.142899,-71.021341,285647
35-041-00-0,27 Arnold St,1955,250800,1,3,9601,101,190,3/2/1999,13269-575,Ranch  ,1,1268,ONE FAM,1999,2343,42.142633,-71.000678,321152
35-042-00-0,31 Arnold St,1955,286200,1,3,9601,101,190,10/24/2001,15659-104,Ranch  ,1,1576,ONE FAM,2001,2343,42.14285,-71.000652,336656
35-043-00-0,35 Arnold St,1955,271500,123000,3,9635,101,190,3/28/1988,7916-732,Ranch  ,1,1312,ONE FAM,1988,2343,42.143068,-71.000627,326240
35-045-00-0,40 Arnold St,1955,245300,185000,4,10019,101,190,7/16/2014,32398-28,Ranch  ,1,1312,ONE FAM,2014,2343,42.143294,-71.001162,320140
35-036-00-0,7 Arnold St,2015,364800,345000,3,9601,101,190,5/13/2015,33120-436,Ranch  ,2,1600,ONE FAM,2015,2343,42.141693,-71.001517,420485
23-069-03-0,3 Aspen Way,2011,456500,100,4,84659,101,100,9/23/2014,189581-,Colonial  ,2,2432,ONE FAM,2014,2343,42.152979,-70.982474,560782
23-069-01-0,4 Aspen Way,2011,463800,130000,4,60078,101,100,1/28/2011,181817-,Colonial  ,2,2324,ONE FAM,2011,2343,42.153354,-70.98367,551048
40-153-00-0,54 Juniper Rd,2005,279100,379900,3,5001,101,180,8/11/2005,22767-303,Raised Ranch  ,2,1344,ONE FAM,2005,2343,42.139106,-71.01817,349413
40-117-00-0,13 Indian Rd,1940,207900,305000,3,5001,101,180,3/29/2006,23521-300,Ranch  ,2,1240,ONE FAM,2006,2343,42.136852,-71.020678,281944
26-056-00-0,14 Bagley Rd,1950,241500,174000,2,5001,101,180,10/17/2003,20050-269,Old Style  ,1,816,ONE FAM,2003,2343,42.146257,-71.018461,289670
26-066-00-0,15 Bagley Rd,1985,313000,130000,3,8002,101,180,1/21/1992,9178-712,Raised Ranch  ,2,1854,ONE FAM,1992,2343,42.146065,-71.017971,389597
26-057-00-0,16 Bagley Rd,1976,244100,28900,2,5001,101,180,5/23/1975,5129-195,Raised Ranch  ,1,970,ONE FAM,1975,2343,42.146393,-71.018435,307935
26-058-00-0,18 Bagley Rd,1965,354600,353350,4,10001,101,180,12/22/2015,33740-229,Colonial  ,2,1920,ONE FAM,2015,2343,42.14653,-71.018411,419281
26-063-00-0,21 Bagley Rd,1965,181200,41700,5,5001,101,180,12/14/1979,5687-359,Ranch  ,1,1272,ONE FAM,1979,2343,42.146484,-71.017894,303097
26-060-00-0,22 Bagley Rd,1951,247100,100,2,5001,101,180,4/2/2015,33017-14,Ranch  ,1,1200,ONE FAM,2015,2343,42.146803,-71.018359,306837
26-072-00-0,3 Bagley Rd,1986,275000,100,2,5001,101,180,5/9/1986,7046-84,Cape  ,1,1260,ONE FAM,1986,2343,42.145427,-71.018682,324122
26-051-00-0,4 Bagley Rd,1950,204300,1,2,5001,101,180,10/1/2004,21608-084,Ranch  ,1,1334,ONE FAM,2004,2343,42.14574,-71.018991,269524
26-043-00-0,10 E Shore Rd,1947,193400,290000,2,6499,101,180,12/20/2006,24377-344,Ranch  ,1,1062,ONE FAM,2006,2343,42.146269,-71.018812,323271
26-191-00-0,31 Alder Rd,1968,217200,312000,3,5001,101,180,5/14/2004,21015-104,Split Level  ,2,1480,ONE FAM,2004,2343,42.146814,-71.014281,345101
23-049-00-0,14 Baker Rd,1955,301300,37000,3,10799,101,240,5/16/1977,5332-17,Colonial  ,1,1530,ONE FAM,1977,2343,42.153794,-70.987752,378649
23-034-00-0,15 Baker Rd,1961,359600,312000,4,12776,101,240,8/21/2014,32491-433,Colonial  ,1,2043,ONE FAM,2014,2343,42.153951,-70.988353,418246
23-048-00-0,18 Baker Rd,1960,267800,225000,3,10799,101,240,5/30/2012,30016-386,Split Level  ,1,1064,ONE FAM,2012,2343,42.153547,-70.987727,319810
23-030-35-0,19 Baker Rd,1994,476500,1,3,60113,101,240,1/26/1996,11198-710,Colonial  ,2,2178,ONE FAM,1996,2343,42.153816,-70.988922,548649
23-036-00-0,21 Baker Rd,1960,456400,185000,4,11360,101,240,6/27/1995,11413-032,Colonial  ,2,2888,ONE FAM,1995,2343,42.153555,-70.988304,558392
23-033-00-0,9 Baker Rd,1997,498200,425000,5,20133,101,240,6/30/2014,32357-476,Colonial  ,3,2487,ONE FAM,2014,2343,42.154305,-70.98841,599367
23-069-04-0,1 Aspen Way,2010,424400,519000,0,60078,101,100,6/21/2017,195939-,Colonial  ,2,1944,ONE FAM,2017,2343,42.15397,-70.982384,568258
40-286-00-0,2 Balsam Rd,1964,257800,220000,3,6403,101,180,4/29/2005,22341-184,Split Level  ,1,922,ONE FAM,2005,2343,42.139921,-71.01641,314970
40-283-00-0,5 Balsam Rd,1955,299100,179800,4,15899,101,180,10/8/2010,28124-160,Colonial  ,1,1550,ONE FAM,2010,2343,42.139136,-71.016695,368733
40-289-00-0,8 Balsam Rd,1980,274200,106900,3,5001,101,180,3/31/1994,10455-339,Cape  ,2,1183,ONE FAM,1994,2343,42.139498,-71.016253,331952
32-004-01-0,2 Beach Rd,1976,321600,36000,3,20003,101,180,1/10/1977,5299-97,Raised Ranch  ,1,1483,ONE FAM,1977,2343,42.144262,-71.023209,387399
32-010-00-0,3 Beach Rd,1962,164700,109000,2,5001,101,180,12/22/1993,10297-602,Ranch  ,2,1512,ONE FAM,1993,2343,42.143927,-71.022672,290325
32-005-00-0,9 Beach Rd,1940,240700,24500,3,10001,101,180,1/22/1976,5194-733-734,Ranch  ,1,789,ONE FAM,1976,2343,42.144259,-71.022185,284918
46-029-00-0,244 South St,1940,310600,405000,4,10202,101,270,7/3/2018,198427-1403768,Cape  ,2,2042,ONE FAM,2018,2343,42.130653,-71.018195,417482
42-134-05-0,11 Belair Dr,2014,666900,584900,5,54315,101,195,8/28/2014,32508-150,Colonial  ,3,4468,ONE FAM,2014,2343,42.136365,-71.001583,725247
42-134-06-0,13 Belair Dr,2004,551700,450000,4,33907,101,195,11/30/2010,28333-263,Colonial  ,3,3142,ONE FAM,2010,2343,42.136141,-71.001076,620776
42-134-09-0,15 Belair Dr,2004,574500,489000,5,30035,101,195,8/28/2014,32509-76,Colonial  ,3,4177,ONE FAM,2014,2343,42.135753,-71.000506,657599
48-134-14-0,17 Belair Dr,2004,550400,195000,4,30557,101,195,7/1/2003,19224-524,Colonial  ,2,3414,ONE FAM,2003,2343,42.135389,-71.000141,623654
48-134-13-0,19 Belair Dr,2005,486800,1,3,30000,101,195,5/11/2004,20995-241,Colonial  ,2,2620,ONE FAM,2004,2343,42.135027,-70.999894,629880
48-134-12-0,21 Belair Dr,2003,515000,1,4,30000,101,195,7/13/2012,30185-133,Colonial  ,3,2576,ONE FAM,2012,2343,42.134762,-70.999596,612610
48-134-09-0,22 Belair Dr,2006,5.00E+05,397000,4,30187,101,195,1/16/2013,30927-467,Colonial  ,2,2632,ONE FAM,2013,2343,42.134139,-70.998171,649911
48-134-11-0,23 Belair Dr,2004,601100,170000,4,30000,101,195,3/25/2003,18495-416,Colonial  ,3,3684,ONE FAM,2003,2343,42.134496,-70.999297,651698
48-134-10-0,25 Belair Dr,2004,557400,443000,3,30322,101,195,5/31/2013,31388-314,Colonial  ,2,3448,ONE FAM,2013,2343,42.134181,-70.998789,620298
48-134-07-0,26 Belair Dr,2007,521500,421000,3,30200,101,195,12/30/2011,29510-535,Colonial  ,2,2548,ONE FAM,2011,2343,42.133362,-70.998937,617237
48-134-18-0,27 Belair Dr,2005,517600,420000,4,31071,101,195,8/25/2009,27011-409,Colonial  ,2,2729,ONE FAM,2009,2343,42.133857,-70.999236,615195
48-134-06-0,28 Belair Dr,2004,354600,350000,4,31137,101,195,11/25/2016,34700-474,Colonial  ,2,2798,ONE FAM,2016,2343,42.133188,-70.999526,397442
48-134-17-0,29 Belair Dr,2006,498400,490000,0,39078,101,195,5/27/2016,34122-510,Colonial  ,2,2800,ONE FAM,2016,2343,42.134112,-70.999879,597899
41-113-03-0,3 Belair Dr,2004,488200,417751,8,32208,101,195,1/13/2011,28510-548,Colonial  ,2,2540,ONE FAM,2011,2343,42.138374,-71.003195,594072
48-134-05-0,30 Belair Dr,2004,696200,580000,6,30361,101,195,10/4/2017,35495-540,Colonial  ,5,5008,ONE FAM,2017,2343,42.133354,-70.99997,621675
17-034-00-0,21 Sherrick Ave,1955,331000,425000,4,6869,101,240,7/30/2018,198599-1405355,Cape  ,2,1344,ONE FAM,2018,2343,42.156376,-70.991532,437856
48-134-15-0,33 Belair Dr,2005,647200,637000,5,30000,101,195,11/15/2017,35597-108,Colonial  ,3,4206,ONE FAM,2017,2343,42.135014,-71.000682,676740
48-134-03-0,34 Belair Dr,2007,692700,1,4,30531,101,195,5/3/2011,28776-514,Cape  ,4,5320,ONE FAM,2011,2343,42.134309,-71.000951,758314
48-134-02-0,36 Belair Dr,2004,534000,100,3,30475,101,195,2/2/2014,32874-40,Cape  ,2,3252,ONE FAM,2014,2343,42.134779,-71.001459,607525
48-134-01-0,38 Belair Dr,2004,616400,2.00E+05,5,40184,101,195,6/16/2003,19093-355,Contemporary  ,4,4590,ONE FAM,2003,2343,42.135279,-71.00189,680200
19-016-00-0,15 Water St,1973,391200,485000,5,45272,101,915,11/29/2005,23164-431,Raised Ranch  ,3,3222,ONE FAM,2005,2343,42.154109,-71.023967,532715
42-134-07-0,40 Belair Dr,2004,536700,220000,4,104335,101,195,5/5/2004,20967-467,Colonial  ,2,2985,ONE FAM,2004,2343,42.135986,-71.00235,619649
33-322-00-0,80 E Shore Rd,1963,194000,286825,2,5001,101,180,10/22/2018,36380-62,Ranch  ,2,1044,ONE FAM,2018,2343,42.144613,-71.014767,266897
42-134-03-0,7 Belair Dr,2007,509100,220000,3,49911,101,195,11/20/2009,27235-378,Colonial  ,2,2464,ONE FAM,2009,2343,42.136944,-71.002211,594553
42-134-04-0,9 Belair Dr,2015,516600,499000,4,49467,101,195,9/30/2015,33526-274,Colonial  ,2,2328,ONE FAM,2015,2343,42.136655,-71.001939,589318
15-122-00-0,100 Belcher St,1959,243900,1,4,7501,101,210,2/7/1985,6598-067,Old Style  ,2,1816,ONE FAM,1985,2343,42.158049,-71.004903,369131
26-206-00-0,28 Fern Rd,1955,199200,292000,3,5001,101,180,2/26/2018,35818-352,Ranch  ,1,938,ONE FAM,2018,2343,42.145831,-71.014082,304168
15-136-00-0,103 Belcher St,1900,304200,262900,3,12149,101,210,1/26/2015,32861-290,Old Style  ,1,1243,ONE FAM,2015,2343,42.158187,-71.004204,346056
15-135-00-0,109 Belcher St,2000,350200,239500,4,14061,101,210,6/1/2000,14191-422,Colonial  ,1,1768,ONE FAM,2000,2343,42.158371,-71.004137,428145
15-134-00-0,115 Belcher St,1875,272900,1,3,13922,101,210,7/8/2015,33289-509,Colonial  ,2,1288,ONE FAM,2015,2343,42.158578,-71.004148,345527
35-087-00-0,620 Plymouth St,1959,305700,398000,3,10350,101,100,9/11/2018,36287-299,Split Level  ,1,1584,ONE FAM,2018,2343,42.14434,-70.993897,409851
15-133-00-0,119 Belcher St,1875,284700,135000,5,11439,101,210,6/7/2001,15125-350,Old Style  ,2,1764,ONE FAM,2001,2343,42.158743,-71.004139,379786
