Parcel ID,Location,Built,TotalValue,SalePrice,Beds,LotSize,LUC,NHood,SaleDate,BookPage,type,Baths,FinishedSize,description,SaleYear,Zipcode,latitude,longitude,zestimate
55-051-02-5,9 Hamilton Way,2001,449000,1,3,63842,101,130,6/8/2004,21132-511,Colonial  ,2,1916,ONE FAM,2004,2343,42.125333,-71.017646,503122
34-157-00-0,30 Rindone St,1954,263600,309000,3,9601,101,190,4/30/2018,35949-473,Ranch  ,1,864,ONE FAM,2018,2343,42.142381,-71.004941,319542
47-042-00-0,108 Quincy St,1962,284700,330000,3,19998,101,100,10/31/2005,23062-110,Split Level  ,1,1304,ONE FAM,2005,2343,42.132125,-71.004575,322053
40-365-00-0,12 Hawthorne Rd,1967,260000,12000,3,7501,101,180,9/1/1968,4543-27,Split Level  ,1,1271,ONE FAM,1968,2343,42.136962,-71.017832,319143
40-264-65-0,13 Hawthorne Rd,1966,309700,136500,4,10001,101,180,8/1/1995,11019-210,Colonial  ,1,1754,ONE FAM,1995,2343,42.137069,-71.018345,385677
46-113-00-0,21 Willow Rd,1955,244600,289900,2,10001,101,180,5/30/2018,36017-247,Ranch  ,1,780,ONE FAM,2018,2343,42.134238,-71.01866,299229
40-263-00-0,15 Hawthorne Rd,1968,260600,1,4,5001,101,180,11/19/2008,26159-10,Cape  ,1,1260,ONE FAM,2008,2343,42.136893,-71.018485,335561
40-261-00-0,19 Hawthorne Rd,1969,239200,100,3,5001,101,180,3/30/2018,12584-297,Split Level  ,1,1878,ONE FAM,2018,2343,42.136655,-71.018674,355948
39-021-00-0,40 Woodland Rd,1990,309700,355000,3,6800,101,180,11/27/2017,35623-65,Colonial  ,2,1280,ONE FAM,2017,2343,42.136216,-71.023139,376175
40-259-00-0,23 Hawthorne Rd,1990,308500,286500,3,5001,101,180,8/19/2015,33412-518,Colonial  ,1,1150,ONE FAM,2015,2343,42.13642,-71.018861,348506
40-373-72-0,28 Hawthorne Rd,1956,271400,170000,4,10001,101,180,6/22/2012,30108-50,Colonial  ,2,1352,ONE FAM,2012,2343,42.13594,-71.01874,347083
40-375-00-0,32 Hawthorne Rd,1952,165800,100,2,5001,101,180,3/9/2016,33907-197,Cape  ,1,816,ONE FAM,2016,2343,42.13566,-71.018874,234157
40-253-00-0,35 Hawthorne Rd,1956,128500,128000,3,5001,101,180,11/30/2011,29393-432,Ranch  ,1,822,ONE FAM,2011,2343,42.135616,-71.019502,210106
46-061-00-0,38 Hawthorne Rd,1973,279100,10,3,10001,101,180,12/18/2017,35679-349,Cape  ,1,1260,ONE FAM,2017,2343,42.135305,-71.019157,336639
40-362-00-0,4 Hawthorne Rd,2012,331900,275000,3,5001,101,180,12/28/2012,30865-117,Colonial  ,1,1624,ONE FAM,2012,2343,42.137403,-71.017482,387482
46-062-00-0,40 Hawthorne Rd,1988,292000,110000,2,5001,101,180,6/27/1997,11872-525,Colonial  ,2,1728,ONE FAM,1997,2343,42.135185,-71.01925,362118
46-058-00-0,41 Hawthorne Rd,1950,305600,100,4,15002,101,180,1/25/2010,27407-399,Ranch  ,2,1632,ONE FAM,2010,2343,42.135262,-71.019784,388315
46-064-00-0,44 Hawthorne Rd,1972,300100,100,3,10001,101,180,4/1/1996,11313-494,Split Level  ,1,1560,ONE FAM,1996,2343,42.134945,-71.019439,367411
40-363-00-0,6 Hawthorne Rd,1999,316100,179900,3,5001,101,180,1/12/2000,13955-290,Colonial  ,1,1512,ONE FAM,2000,2343,42.137284,-71.017576,372429
40-267-68-0,7 Hawthorne Rd,1968,337300,20500,4,10001,101,180,8/18/1967,4451-550,Raised Ranch  ,1,2250,ONE FAM,1967,2343,42.137421,-71.018066,415037
34-163-00-0,6 Rindone St,1954,270600,315000,3,9601,101,190,7/19/2018,36152-537,Ranch  ,1,888,ONE FAM,2018,2343,42.143692,-71.00512,324602
33-075-00-0,10 Hemlock Rd,1940,189400,169000,3,5001,101,180,8/5/2016,34336-355,Ranch  ,1,732,ONE FAM,2016,2343,42.140897,-71.020858,195238
33-059-00-0,11 Hemlock Rd,1988,306800,265000,3,5001,101,180,11/28/2003,20252-9,Raised Ranch  ,2,1847,ONE FAM,2003,2343,42.140892,-71.021465,376238
33-077-00-0,12 Hemlock Rd,1950,253000,150000,3,7501,101,180,1/6/2004,20398-155,Ranch  ,1,1446,ONE FAM,2004,2343,42.140663,-71.021053,318258
33-058-00-0,13 Hemlock Rd,1988,275400,127500,3,5001,101,180,3/1/1989,8271-615,Split Level  ,1,1275,ONE FAM,1989,2343,42.140769,-71.021564,321705
33-078-00-0,14 Hemlock Rd,1949,215500,175000,2,5001,101,180,4/20/2016,34019-215,Ranch  ,1,936,ONE FAM,2016,2343,42.140456,-71.021215,307736
33-057-00-0,15 Hemlock Rd,1949,161800,75000,2,5001,101,180,9/1/1987,7745-174,Ranch  ,1,1160,ONE FAM,1987,2343,42.140649,-71.021659,235475
20-003-00-0,37 Weston Ave,1890,310700,355000,3,32622,101,220,5/31/2005,22453-116,Old Style  ,1,1246,ONE FAM,2005,2343,42.153644,-71.012949,346335
40-002-00-0,20 Hemlock Rd,1950,256200,95000,4,10001,101,180,10/1/1994,10713-071,Ranch  ,1,1436,ONE FAM,1994,2343,42.140219,-71.0214,326418
40-004-00-0,24 Hemlock Rd,1974,265200,75000,3,5001,101,180,7/1/1991,9001-530,Split Level  ,1,1464,ONE FAM,1991,2343,42.139982,-71.021592,320173
40-005-00-0,26 Hemlock Rd,1930,104400,100,2,5001,101,180,11/26/2013,31926-339,Camp/Yrnd  ,1,836,ONE FAM,2013,2343,42.139861,-71.021689,183693
39-091-00-0,27 Hemlock Rd,1987,238800,1,3,5001,101,180,8/2/2011,29011-312,Colonial  ,1,986,ONE FAM,2011,2343,42.139938,-71.022225,298441
33-063-00-0,3 Hemlock Rd,1984,280400,79900,3,5001,101,180,4/5/1985,6637-254,Raised Ranch  ,1,1356,ONE FAM,1985,2343,42.141451,-71.021022,329493
33-072-00-0,4 Hemlock Rd,1988,252900,110000,3,5001,101,180,10/1/1997,12065-049,Colonial  ,1,1120,ONE FAM,1997,2343,42.141259,-71.020579,305528
33-073-00-0,6 Hemlock Rd,1947,172700,137000,3,5001,101,180,6/30/1999,13566-111,Ranch  ,1,1122,ONE FAM,1999,2343,42.141141,-71.02067,252885
14-070-00-0,9 Birchwood Rd,1955,331700,375000,4,13599,101,150,6/2/2017,35160-500,Split Level  ,2,2054,ONE FAM,2017,2343,42.156686,-71.021897,412030
33-060-00-0,9 Hemlock Rd,1987,261500,237000,3,5001,101,180,6/27/2014,32346-532,Colonial  ,1,1120,ONE FAM,2014,2343,42.141096,-71.0213,317930
25-049-00-0,19 Orchard St,1955,326800,370000,4,8002,101,250,3/28/2018,1397695-197727,Cape  ,1,1502,ONE FAM,2018,2343,42.147547,-71.028173,383882
08-010-00-0,12 Hill Rd,1955,252000,110000,3,7810,101,130,4/12/2017,195458-,Ranch  ,1,875,ONE FAM,2017,2343,42.161237,-71.020376,311045
08-014-00-0,15 Hill Rd,1955,246800,178000,2,7649,101,130,2/28/2013,186166-,Ranch  ,1,875,ONE FAM,2013,2343,42.161026,-71.020868,306048
08-011-00-0,16 Hill Rd,1955,288300,1,3,8059,101,130,9/28/1999,780-17,Ranch  ,2,875,ONE FAM,1999,2343,42.161005,-71.020378,344222
08-013-00-0,19 Hill Rd,1955,258400,1,3,8420,101,130,10/25/2013,187703-,Ranch  ,1,875,ONE FAM,2013,2343,42.16078,-71.020882,321961
08-012-00-0,20 Hill Rd,1955,281300,139000,3,9579,101,130,2/25/1998,757-157,Cape  ,1,1260,ONE FAM,1998,2343,42.160752,-71.020393,349032
08-008-00-0,4 Hill Rd,1956,261000,1,3,7279,101,130,12/6/2016,194696-,Ranch  ,1,996,ONE FAM,2016,2343,42.161705,-71.020353,317587
17-088-00-0,42 Pond St,1948,286800,330000,3,7013,101,100,12/15/2017,197199-,Ranch  ,2,1584,ONE FAM,2017,2343,42.15718,-70.990125,348411
08-009-00-0,8 Hill Rd,1956,274200,1,3,7510,101,130,6/24/2003,826-124,Ranch  ,1,995,ONE FAM,2003,2343,42.161469,-71.020361,327132
41-018-00-0,10 Hillsdale Rd,1956,391200,100,3,12493,101,290,9/5/2013,31726-225,Colonial  ,2,2456,ONE FAM,2013,2343,42.139397,-71.007987,468509
41-013-00-0,11 Hillsdale Rd,1956,305500,279900,3,8176,101,290,3/27/2015,32997-112,Cape  ,2,1260,ONE FAM,2015,2343,42.139705,-71.008644,351417
09-043-00-0,185 Belcher St,1948,402100,445000,4,26001,101,210,6/5/2018,36036-28,Old Style  ,3,1622,ONE FAM,2018,2343,42.161143,-71.004971,459194
41-012-00-0,13 Hillsdale Rd,1956,265900,175000,4,9152,101,290,12/7/2012,30772-323,Ranch  ,1,880,ONE FAM,2012,2343,42.139658,-71.008907,480238
22-016-00-0,60 Weymouth St,1961,325400,368000,4,25099,101,100,6/19/2018,36071-338,Split Level  ,2,2108,ONE FAM,2018,2343,42.154873,-70.997305,379533
41-011-00-0,15 Hillsdale Rd,1956,274600,1,3,10202,101,290,12/5/2005,23189-416,Cape  ,1,1260,ONE FAM,2005,2343,42.139603,-71.009166,329578
41-021-00-0,16 Hillsdale Rd,1956,271900,100,3,9566,101,290,12/4/2001,15867-244,Ranch  ,1,880,ONE FAM,2001,2343,42.139148,-71.008934,313518
41-010-00-0,17 Hillsdale Rd,1956,268900,1,3,8712,101,290,7/23/2014,32413-250,Ranch  ,1,1150,ONE FAM,2014,2343,42.139522,-71.00941,322677
41-009-00-0,19 Hillsdale Rd,1956,271500,100,3,8189,101,290,3/1/2001,14782-091,Ranch  ,2,880,ONE FAM,2001,2343,42.139437,-71.009672,315303
40-093-00-0,42 Dale Rd,1950,147700,190000,2,5502,101,180,11/30/2009,27264-338,Ranch  ,1,748,ONE FAM,2009,2343,42.137829,-71.020226,199572
41-023-00-0,22 Hillsdale Rd,1958,253500,100,3,8394,101,290,8/15/2018,36221-246,Ranch  ,1,1352,ONE FAM,2018,2343,42.138985,-71.009683,324158
41-007-00-0,23 Hillsdale Rd,1956,263900,128400,3,7649,101,290,3/20/1998,12359-582,Ranch  ,2,880,ONE FAM,1998,2343,42.139428,-71.010274,314987
41-024-00-0,24 Hillsdale Rd,1957,238300,1,3,8346,101,290,7/1/1969,04603-715,Ranch  ,1,962,ONE FAM,1969,2343,42.138974,-71.009987,310615
41-006-00-0,25 Hillsdale Rd,1956,273500,1,3,7649,101,290,6/1/1992,9376-146,Ranch  ,1,1205,ONE FAM,1992,2343,42.139455,-71.010584,318489
41-025-00-0,26 Hillsdale Rd,1956,264100,1,3,7501,101,290,8/6/2010,27899-528,Ranch  ,1,1080,ONE FAM,2010,2343,42.138999,-71.01028,314288
09-071-00-0,59 Damon Ave,1957,302700,345000,3,11151,101,120,11/28/2018,36459-521,Ranch  ,2,1387,ONE FAM,2018,2343,42.163908,-71.002519,354798
41-026-00-0,28 Hillsdale Rd,1956,249000,26000,3,7501,101,290,3/1/1973,04927-158,Ranch  ,1,880,ONE FAM,1973,2343,42.139026,-71.010557,296543
41-004-00-0,29 Hillsdale Rd,1956,322300,100,4,7649,101,290,6/16/2017,35197-294,Split Level  ,2,1702,ONE FAM,2017,2343,42.139515,-71.011213,386047
41-027-00-0,30 Hillsdale Rd,1956,257200,224000,3,7501,101,290,5/9/2014,32233-238,Ranch  ,1,880,ONE FAM,2014,2343,42.139051,-71.01083,313977
41-003-00-0,31 Hillsdale Rd,1956,318900,100,3,7649,101,290,1/27/2017,34875-440,Cape  ,2,1988,ONE FAM,2017,2343,42.139544,-71.011522,380168
41-028-00-0,32 Hillsdale Rd,1957,268000,230000,2,7501,101,290,4/1/2010,27565-592,Ranch  ,1,1149,ONE FAM,2010,2343,42.139077,-71.011103,313724
41-002-00-0,33 Hillsdale Rd,1956,280000,1,5,7649,101,290,5/28/2009,26702-335,Cape  ,2,1260,ONE FAM,2009,2343,42.139573,-71.011833,348434
41-029-00-0,34 Hillsdale Rd,1956,270900,129000,3,7867,101,290,8/1/1992,9486-210,Cape  ,1,1260,ONE FAM,1992,2343,42.139101,-71.011383,319926
26-230-00-0,29 Fern Rd,1999,328000,370000,3,5001,101,180,7/31/2017,35326-259,Colonial  ,2,1938,ONE FAM,2017,2343,42.145516,-71.013614,401911
40-408-00-0,39 Hillsdale Rd,1956,265700,1,3,7649,101,290,6/25/2001,15188-102,Cape  ,1,1260,ONE FAM,2001,2343,42.13966,-71.012762,320596
41-031-00-0,40 Hillsdale Rd,1956,297000,1,3,15930,101,290,8/2/2016,34327-24,Ranch  ,1,880,ONE FAM,2016,2343,42.138998,-71.012152,322394
26-168-00-0,17 Edgewood Rd,1973,216100,258000,3,5001,101,180,12/19/2014,32786-447,Raised Ranch  ,1,1357,ONE FAM,2014,2343,42.145954,-71.015316,350297
40-410-00-0,44 Hillsdale Rd,1956,334800,1,2,18226,101,290,10/20/1999,13802-210,Ranch  ,1,1660,ONE FAM,1999,2343,42.139007,-71.012693,369428
40-411-00-0,46 Hillsdale Rd,1956,285200,1,3,20299,101,290,7/16/2015,C260-8-,Ranch  ,1,880,ONE FAM,2015,2343,42.13901,-71.012948,315254
41-016-00-0,5 Hillsdale Rd,1956,251400,1,3,8011,101,290,6/1/1985,6690-617,Ranch  ,1,880,ONE FAM,1985,2343,42.139941,-71.007556,263224
41-015-00-0,7 Hillsdale Rd,1955,311200,100,4,7501,101,290,3/1/2006,23442-479,Colonial  ,1,1760,ONE FAM,2006,2343,42.139826,-71.008008,390162
41-014-00-0,9 Hillsdale Rd,1956,253400,32000,3,7736,101,290,8/1/1984,06466-741,Ranch  ,1,880,ONE FAM,1984,2343,42.139756,-71.00836,308425
14-171-00-0,11 Hillside Ave,1952,303400,302500,3,13242,101,150,8/15/2017,35362-384,Ranch  ,2,1252,ONE FAM,2017,2343,42.156103,-71.017382,327612
14-161-00-0,12 Hillside Ave,1964,349200,159900,4,13098,101,150,3/7/1996,11254-259,Colonial  ,2,2305,ONE FAM,1996,2343,42.156597,-71.017193,430128
14-162-00-0,16 Hillside Ave,1955,251300,220000,3,10999,101,150,8/12/2016,34355-600,Ranch  ,1,1032,ONE FAM,2016,2343,42.156878,-71.017188,253888
14-169-00-0,19 Hillside Ave,1951,288100,230500,3,9065,101,150,7/27/2012,30241-545,Ranch  ,1,1642,ONE FAM,2012,2343,42.156526,-71.01777,367110
14-168-00-0,21 Hillside Ave,1949,289300,1,3,10999,101,150,8/6/2018,36200-475,Cape  ,1,1638,ONE FAM,2018,2343,42.156791,-71.017758,369574
14-164-00-0,24 Hillside Ave,1955,267300,0,3,11800,101,150,6/1/1984,06432-394,Ranch  ,1,1192,ONE FAM,1984,2343,42.157404,-71.017131,327365
14-167-00-0,25 Hillside Ave,1950,338500,320000,3,14039,101,150,1/2/2015,32816-302,Ranch  ,2,1725,ONE FAM,2015,2343,42.157064,-71.017759,396923
14-166-00-0,29 Hillside Ave,1952,246300,185000,2,11099,101,150,9/3/2002,17125-416,Ranch  ,1,1001,ONE FAM,2002,2343,42.157389,-71.017799,306376
14-172-00-0,3 Hillside Ave,1952,309000,42400,3,13839,101,150,7/1/1976,5248-532,Ranch  ,1,1430,ONE FAM,1976,2343,42.156131,-71.017029,364552
14-165-00-0,33 Hillside Ave,1951,271600,169250,2,12502,101,150,3/30/2001,14876-110,Ranch  ,1,1178,ONE FAM,2001,2343,42.157508,-71.017479,331762
33-028-29-0,12 Hilltop Rd,1972,310200,269000,3,10001,101,180,1/29/2010,27425-489,Raised Ranch  ,1,1276,ONE FAM,2010,2343,42.142647,-71.021829,392286
32-044-00-0,14 Hilltop Rd,1978,289100,89900,3,6212,101,180,7/1/1986,7161-372,Colonial  ,2,1600,ONE FAM,1986,2343,42.142196,-71.021919,355845
32-050-00-0,28 Hilltop Rd,1920,230000,0,3,10001,101,180,8/1/1960,03841-147,Cape  ,1,1000,ONE FAM,1960,2343,42.141439,-71.022064,271359
33-082-00-0,36 Hilltop Rd,1976,281600,1,2,5001,101,180,4/1/1998,12394-539,Raised Ranch  ,1,1714,ONE FAM,1998,2343,42.140758,-71.020538,337958
32-038-00-0,39 Hilltop Rd,1953,321900,285000,3,20399,101,180,8/13/2014,32471-558,Ranch  ,1,1620,ONE FAM,2014,2343,42.141294,-71.022703,376466
21-160-00-0,37 Norfolk Rd,1923,333200,374900,4,11700,101,220,6/15/2004,21162-374,Old Style  ,1,2225,ONE FAM,2004,2343,42.153354,-71.006641,405337
32-015-00-0,5 Hilltop Rd,1965,425900,100,4,24868,101,180,11/8/2017,35582-185,Colonial  ,2,2947,ONE FAM,2017,2343,42.143353,-71.022633,492907
17-074-00-0,143 Pond St,1955,259500,301000,3,11957,101,100,9/12/2018,36288-519,Ranch  ,1,864,ONE FAM,2018,2343,42.155483,-70.988034,309960
34-198-00-0,7 Marion St,1955,284200,325000,3,9601,101,190,11/29/2018,36465-195,Ranch  ,1,1312,ONE FAM,2018,2343,42.143802,-71.003651,334221
32-021-00-0,6 Hilltop Rd,1950,260800,255000,3,12053,101,180,11/17/2006,24278-26,Ranch  ,1,1080,ONE FAM,2006,2343,42.143415,-71.022114,318811
40-366-00-0,14 Hawthorne Rd,1959,266300,307000,2,10001,101,180,7/27/2018,36172-210,Ranch  ,2,1136,ONE FAM,2018,2343,42.136816,-71.017948,316306
40-223-00-0,71 Hilltop Rd,1946,264800,1,4,5001,101,180,2/11/2009,26340-582,Cape  ,2,2452,ONE FAM,2009,2343,42.138983,-71.017348,389583
40-279-00-0,77 Hilltop Rd,2015,353400,320000,3,10001,101,180,4/1/2015,33016-81,Raised Ranch  ,1,1401,ONE FAM,2015,2343,42.138768,-71.016867,391676
51-038-00-0,14 Hillview Ave,1900,286800,1,3,9361,101,100,8/29/2016,34407-289,Old Style  ,1,1498,ONE FAM,2016,2343,42.12684,-71.013275,339565
51-039-00-0,15 Hillview Ave,1900,316200,285000,3,19450,101,100,9/15/2008,26040-208,Old Style  ,1,1404,ONE FAM,2008,2343,42.126596,-71.012565,353970
51-040-00-0,17 Hillview Ave,1900,313800,239900,3,21527,101,100,12/31/2001,16022-079,Old Style  ,2,1368,ONE FAM,2001,2343,42.126852,-71.012524,360746
51-041-00-0,19 Hillview Ave,1900,282400,37900,4,13199,101,100,7/1/1977,5351-456 + 457,Old Style  ,1,1598,ONE FAM,1977,2343,42.127087,-71.012762,335009
17-107-00-0,33 Sherrick Ave,1951,304600,345000,3,8599,101,240,9/29/2017,196688-,Colonial  ,1,1080,ONE FAM,2017,2343,42.155125,-70.9914,370178
51-036-00-0,22 Hillview Ave,1920,291100,270000,3,9649,101,100,12/4/2015,33695-78,Old Style  ,1,1711,ONE FAM,2015,2343,42.127134,-71.013716,370008
51-043-00-0,23 Hillview Ave,1900,302900,126000,3,9788,101,100,3/27/1986,6995-150,Old Style  ,1,1797,ONE FAM,1986,2343,42.127386,-71.013144,363617
51-044-00-0,25 Hillview Ave,1953,273600,269900,3,9792,101,100,3/12/2010,27516-257,Ranch  ,1,1064,ONE FAM,2010,2343,42.127529,-71.013317,345586
51-046-00-0,27 Hillview Ave,1918,320300,132000,3,19602,101,100,4/30/1992,9320-477,Old Style  ,1,1501,ONE FAM,1992,2343,42.127753,-71.013578,342985
51-021-00-0,30 Upland St,1880,384700,425000,4,17424,101,100,2/26/2018,35818-205,Old Style  ,2,1909,ONE FAM,2018,2343,42.12602,-71.013942,442711
40-333-00-0,12 Holly Rd,1950,334300,320000,2,5001,101,180,4/29/2016,34043-252,Colonial  ,1,1608,ONE FAM,2016,2343,42.139843,-71.014559,407322
40-322-00-0,13 Holly Rd,1950,245200,1,3,5001,101,180,10/22/1991,9079-701,Ranch  ,1,978,ONE FAM,1991,2343,42.139351,-71.014916,306085
40-334-00-0,14 Holly Rd,1954,254400,90000,2,5001,101,180,7/23/1986,7158-251,Ranch  ,1,1032,ONE FAM,1986,2343,42.139708,-71.014511,305458
40-321-00-0,15 Holly Rd,1949,306900,287000,3,5001,101,180,8/30/2013,31711-231,Colonial  ,2,1720,ONE FAM,2013,2343,42.139211,-71.014862,380851
40-335-00-0,16 Holly Rd,1987,273600,139000,4,5001,101,180,8/12/1988,8065-438,Ranch  ,2,800,ONE FAM,1988,2343,42.139577,-71.014464,326939
40-320-00-0,17 Holly Rd,1949,181800,84500,3,5001,101,180,7/31/1992,9443-530,Ranch  ,1,1782,ONE FAM,1992,2343,42.139074,-71.014813,327585
40-336-00-0,18 Holly Rd,1960,434300,100,4,5001,101,180,8/9/2017,35347-123,Colonial  ,2,2958,ONE FAM,2017,2343,42.139442,-71.014414,463568
03-046-00-0,36 Sunflower Rd,1957,285100,325000,3,8734,101,110,3/12/2018,1396807-197638,Ranch  ,1,960,ONE FAM,2018,2343,42.166358,-71.01114,337887
40-337-00-0,20 Holly Rd,1986,247700,239900,3,5001,101,180,8/25/2003,19711-578,Colonial  ,1,1120,ONE FAM,2003,2343,42.139306,-71.014364,305942
40-338-00-0,22 Holly Rd,1950,214800,1,2,5001,101,180,8/21/1995,11007-499,Bungalow  ,1,904,ONE FAM,1995,2343,42.139169,-71.014313,232891
40-327-00-0,3 Holly Rd,1950,344700,1,5,6599,101,180,11/29/2001,15831-255,Colonial  ,2,2534,ONE FAM,2001,2343,42.140035,-71.015171,423222
40-330-00-0,6 Holly Rd,1988,271100,10,3,5001,101,180,8/13/2010,27919-232,Colonial  ,1,1120,ONE FAM,2010,2343,42.140236,-71.014709,314517
40-325-00-0,7 Holly Rd,1964,204700,100,3,5001,101,180,12/27/2012,30854-51,Split Level  ,1,1391,ONE FAM,2012,2343,42.139728,-71.015053,297987
40-331-00-0,8 Holly Rd,1945,261600,100,5,5001,101,180,9/17/2015,33487-398,Split Level  ,3,2696,ONE FAM,2015,2343,42.140106,-71.014657,421960
55-004-00-0,11 Howard Ave,1936,273100,0,2,14000,101,100,9/5/1984,597-183,Cape  ,1,1262,ONE FAM,1984,2343,42.121118,-71.018365,314556
55-003-00-0,15 Howard Ave,1937,221000,179900,2,10803,101,100,4/30/2014,188599-,Cape  ,1,1181,ONE FAM,2014,2343,42.121056,-71.018626,275183
57-004-01-0,16 Howard Ave,1890,283900,100,3,23366,101,100,5/15/1996,11352-138,Old Style  ,1,1306,ONE FAM,1996,2343,42.120409,-71.018305,384615
17-020-00-0,201 Weymouth St,1940,226100,266000,3,6042,101,100,10/15/2007,25230-104,Cape  ,1,720,ONE FAM,2007,2343,42.157319,-70.992172,269711
03-165-00-0,8 E Division St,1950,255300,295000,2,8124,101,100,6/27/2003,19198-584,Cape  ,1,1260,ONE FAM,2003,2343,42.168146,-71.005147,319081
46-097-00-0,16 Willow Rd,1956,225300,265000,2,5001,101,180,9/22/2006,24100-119,Ranch  ,1,1000,ONE FAM,2006,2343,42.134137,-71.017596,273421
57-004-00-0,22 Howard Ave,1960,302100,100,3,41931,101,100,5/15/1996,11352-139,Cape  ,1,1512,ONE FAM,1996,2343,42.120216,-71.018826,363708
57-003-00-0,28 Howard Ave,1892,334600,1,4,84942,101,100,11/18/1993,10224-455,Old Style  ,2,2229,ONE FAM,1993,2343,42.119866,-71.019817,427787
55-008-00-0,3 Howard Ave,1760,225600,172500,2,121968,101,100,11/15/2013,187826-,Cape  ,1,936,ONE FAM,2013,2343,42.122443,-71.018407,268347
55-007-00-0,5 Howard Ave,1925,294200,225000,2,83596,101,100,6/30/2015,191181-,Cape  ,1,1460,ONE FAM,2015,2343,42.121362,-71.017662,320915
47-009-01-0,20 Laurel Park,1967,325400,364900,3,16252,101,100,3/1/2017,34946-477,Ranch  ,2,1196,ONE FAM,2017,2343,42.13452,-71.008777,407701
57-006-00-0,8 Howard Ave,1890,265200,189000,4,13761,101,100,1/5/2015,32819-506,Old Style  ,1,1141,ONE FAM,2015,2343,42.120657,-71.01768,310803
40-098-00-0,10 Indian Rd,1970,265300,119900,4,5001,101,180,3/31/1986,6999-265,Cape  ,1,1344,ONE FAM,1986,2343,42.137232,-71.020701,329084
40-116-00-0,11 Indian Rd,1955,240000,220000,3,5001,101,180,11/18/2002,17640-533,Ranch  ,2,672,ONE FAM,2002,2343,42.136926,-71.020839,287990
40-171-00-0,12 Indian Rd,1950,265800,1,3,7501,101,180,5/30/2017,35148-202,Ranch  ,1,1280,ONE FAM,2017,2343,42.136925,-71.019916,328949
41-046-00-0,14 Shirley St,1958,252600,292000,3,8093,101,290,11/15/2006,24266-544,Ranch  ,1,880,ONE FAM,2006,2343,42.138235,-71.008209,307328
23-031-00-0,118 Sycamore St,1956,300500,339900,3,8359,101,240,6/30/2005,22591-547,Cape  ,1,1488,ONE FAM,2005,2343,42.153913,-70.989629,365652
26-016-00-0,9 English Rd,1950,200700,240000,2,5001,101,180,8/3/2018,36195-512,Old Style  ,1,660,ONE FAM,2018,2343,42.148026,-71.020945,247244
40-189-00-0,19 Indian Rd,1974,270400,39500,3,5001,101,180,7/12/1978,5486-307,Colonial  ,1,1274,ONE FAM,1978,2343,42.136544,-71.019795,329641
14-191-12-0,77 Westdale Rd,2017,475800,515000,3,23605,101,130,12/27/2017,197250-,Colonial  ,2,2200,ONE FAM,2017,2343,42.159324,-71.018252,542435
40-257-00-0,23 Indian Rd,1975,314900,1,2,10001,101,180,10/29/2010,28205-383,Raised Ranch  ,1,1196,ONE FAM,2010,2343,42.136149,-71.019081,359898
40-381-00-0,24 Indian Rd,1991,274500,135000,3,5001,101,180,6/1/1993,9905-556,Raised Ranch  ,2,1820,ONE FAM,1993,2343,42.136088,-71.018112,363077
40-050-00-0,6 Indian Rd,1965,290200,1,3,10202,101,180,4/2/1997,11757-358,Split Level  ,1,1544,ONE FAM,1997,2343,42.137434,-71.02115,350334
26-099-00-0,41 Overlook Rd,2011,341900,381000,3,5001,101,180,9/21/2018,36313-432,Colonial  ,2,1344,ONE FAM,2018,2343,42.146533,-71.017001,392310
17-061-05-0,1 Jakes Way,1760,319400,0,2,26036,101,100,4/26/1983,581-93,Antique  ,2,1620,ONE FAM,1983,2343,42.15569,-70.989116,383304
34-194-00-0,10 James St,1955,251500,203000,3,9601,101,190,3/1/2002,16307-284,Ranch  ,1,1188,ONE FAM,2002,2343,42.143549,-71.004064,319000
34-167-00-0,11 James St,1955,242200,1,3,9601,101,190,11/14/1995,11115-357,Ranch  ,1,880,ONE FAM,1995,2343,42.143506,-71.004648,309139
34-193-00-0,14 James St,1955,247300,14500,3,9601,101,190,11/17/1964,4213-313,Ranch  ,1,1048,ONE FAM,1964,2343,42.14333,-71.004034,315462
34-168-00-0,15 James St,1955,298000,100,5,9601,101,190,8/10/1999,13658-204,Ranch  ,1,2040,ONE FAM,1999,2343,42.143289,-71.004617,361814
52-069-04-0,195 Quincy St,2001,408800,447500,3,60000,101,100,8/18/2006,23994-14,Colonial  ,2,1792,ONE FAM,2006,2343,42.127748,-71.003279,474582
34-169-00-0,19 James St,1955,277600,100,3,9601,101,190,12/28/2012,30858-296,Ranch  ,1,1720,ONE FAM,2012,2343,42.143069,-71.004587,338021
39-059-00-0,31 Teed Rd,1957,292500,331100,2,5001,101,180,7/14/2017,35275-495,Colonial  ,1,1847,ONE FAM,2017,2343,42.137936,-71.023721,360841
34-170-00-0,23 James St,1955,255000,1,3,9601,101,190,5/5/2014,32222-311,Ranch  ,1,1188,ONE FAM,2014,2343,42.142847,-71.004556,329964
34-190-00-0,26 James St,1955,301600,289000,3,9601,101,190,12/5/2014,32748-598,Ranch  ,1,1440,ONE FAM,2014,2343,42.142677,-71.003945,354759
34-171-00-0,27 James St,1955,279500,30000,3,9601,101,190,11/1/1977,5401-62,Ranch  ,1,1668,ONE FAM,1977,2343,42.142629,-71.004526,337924
